house_id,square_footage,number_of_rooms,number_of_bathrooms,lot_size_sqft,distance_to_city_center_km,year_built,has_garage,quality_score,school_rating,building_material,heating_type,price_k_usd
3907,3268,5,2.0,4029,8.6,1953,Yes,6,5,Wood,Electric,1007.77
3908,4419,4,3.0,4993,21.3,2016,Yes,8,2,Wood,Electric,1317.66
3909,2436,4,3.0,9794,28.6,1963,No,5,1,Stone,Electric,798.33
3910,4383,5,2.0,5286,21.6,1960,Yes,10,1,Brick,Gas,1171.4
3911,4809,3,1.0,13055,13.9,1989,No,7,2,Wood,Gas,1097.26
3912,4126,3,3.0,9185,5.9,1952,Yes,5,1,Wood,Electric,950.84
3913,3018,3,2.0,10879,14.4,1950,Yes,9,4,Wood,Electric,1082.57
3914,3017,3,1.5,8948,18.6,1958,No,10,3,Stone,Gas,1015.3
3915,3169,5,1.5,9904,10.6,2022,Yes,9,2,Stone,Gas,1223.71
3916,4438,2,1.0,14770,15.8,1950,Yes,9,3,Wood,Electric,1096.88
3917,3303,4,2.0,11437,4.8,1965,Yes,9,1,Wood,Oil,1133.37
3918,1743,4,2.0,13249,14.1,2021,Yes,9,5,Stone,Gas,1207.31
3919,3637,3,2.5,14479,3.6,1995,No,5,3,Wood,Gas,1059.65
3920,3460,5,4.0,12787,2.4,1959,No,5,5,Wood,Gas,1274.66
3921,3736,2,1.5,5940,25.9,1982,No,4,4,Wood,Electric,914.2
3922,4747,2,1.5,10831,6.9,1990,Yes,10,5,Brick,Gas,1461.92
3923,2476,4,2.0,6361,17.7,2000,No,4,3,Wood,Gas,862.89
3924,1996,3,2.0,14010,5.3,1971,Yes,6,3,Wood,Gas,959.96
3925,4905,4,2.5,9574,8.6,1965,Yes,5,2,Brick,Electric,1212.51
3926,3587,4,2.0,13193,11.5,2011,Yes,10,5,Brick,Gas,1387.84
3927,2261,2,1.5,4156,5.2,2002,Yes,8,4,Stone,Gas,1107.14
3928,4118,5,2.5,6952,2.3,1963,No,10,2,Wood,Oil,1270.21
3929,1466,2,3.0,5230,26.4,2008,Yes,5,2,Brick,Oil,774.87
3930,2976,4,1.5,11579,1.3,1975,Yes,9,4,Wood,Electric,1392.31
3931,4543,3,1.5,5189,2.8,1993,No,5,2,Wood,Gas,1193.78
3932,1400,3,2.0,11694,24.3,1969,Yes,4,4,Wood,Gas,783.29
3933,3452,5,1.5,14141,9.2,1954,Yes,7,1,Brick,Gas,1046.63
3934,4624,5,2.0,8600,22.0,2014,No,5,2,Brick,Gas,1092.16
3935,4706,5,3.0,4543,5.2,1960,No,9,3,Wood,Gas,1320.53
3936,1779,4,1.5,5575,7.9,1996,Yes,10,1,Brick,Gas,922.59
3937,3251,4,3.0,13291,17.6,1959,Yes,3,2,Brick,Electric,980.23
3938,1428,5,2.5,9889,29.7,2010,No,6,4,Wood,Electric,846.83
3939,2429,3,1.5,9864,3.1,1994,Yes,4,1,Wood,Gas,732.94
3940,4496,3,2.0,12483,12.6,1996,No,7,1,Wood,Gas,1153.21
3941,4230,3,2.5,5433,2.2,1983,Yes,9,3,Brick,Electric,1345.74
3942,4474,4,1.5,4612,6.8,1962,Yes,3,2,Brick,Gas,1012.64
3943,4729,2,1.5,6640,27.3,1972,No,5,2,Wood,Gas,1002.16
3944,3565,3,2.0,11288,3.8,1985,Yes,8,4,Wood,Gas,1294.37
3945,915,3,2.5,11678,25.8,2012,Yes,10,1,Wood,Gas,970.32
3946,2803,3,2.0,14886,6.2,1996,Yes,8,3,Brick,Electric,1106.39
3947,1492,5,1.0,12922,26.0,2015,Yes,4,4,Wood,Electric,763.95
3948,3962,4,3.5,10377,16.6,1963,Yes,5,4,Stone,Gas,1096.75
3949,1905,5,2.5,12409,26.5,2002,Yes,6,3,Wood,Electric,1017.88
3950,3808,5,2.5,13677,5.4,2015,Yes,4,2,Brick,Gas,1299.98
3951,2961,2,2.5,11506,23.1,1998,No,3,3,Wood,Gas,815.67
3952,953,5,2.0,5770,20.7,1965,No,8,2,Wood,Electric,689.62
3953,4499,2,4.0,9696,16.7,2017,No,9,5,Wood,Electric,1395.29
3954,4586,5,1.5,12437,24.5,1992,Yes,7,1,Brick,Gas,1110.43
3955,1864,3,2.5,4403,19.8,2014,Yes,7,3,Wood,Gas,941.34
3956,2713,4,2.0,10112,26.4,1958,Yes,6,4,Wood,Gas,982.05
3957,2016,5,3.5,6080,12.1,1970,Yes,7,2,Wood,Gas,915.19
3958,3201,2,2.5,13640,18.1,1992,Yes,7,1,Wood,Gas,1013.88
3959,2572,4,2.5,14896,26.2,2015,No,9,1,Stone,Gas,1112.84
3960,2760,2,3.5,12460,7.2,1953,Yes,6,3,Wood,Electric,964.24
3961,3580,3,3.5,13968,15.1,1956,Yes,8,4,Stone,Electric,1209.95
3962,3671,5,1.0,10442,28.9,2007,Yes,3,3,Brick,Gas,1011.53
3963,1460,4,1.5,12304,14.7,1953,Yes,4,4,Brick,Gas,785.83
3964,3435,3,2.5,7912,8.3,1969,Yes,8,5,Wood,Electric,1175.61
3965,3129,5,3.5,9623,11.2,1984,Yes,4,3,Wood,Electric,1077.52
3966,4754,5,2.0,9101,26.7,2008,Yes,6,2,Wood,Gas,1242.56
3967,3250,2,1.0,13536,28.7,1994,Yes,8,3,Brick,Electric,1080.24
3968,1932,2,2.5,11715,28.6,1963,Yes,5,3,Stone,Electric,902.92
3969,1499,3,1.5,4205,21.3,1971,Yes,6,5,Wood,Gas,728.49
3970,2838,2,2.5,5909,15.8,1997,Yes,6,5,Brick,Electric,1063.27
3971,2979,3,2.0,13172,6.3,1979,Yes,6,3,Brick,Gas,1066.34
3972,3638,3,2.5,13450,4.6,1978,No,6,4,Brick,Gas,1125.95
3973,1673,3,3.5,6644,2.7,1985,Yes,7,5,Wood,Gas,1125.3
3974,883,2,2.0,13951,1.5,1991,No,7,5,Wood,Gas,1010.02
3975,2222,4,1.0,4039,26.5,1978,Yes,8,4,Wood,Electric,877.71
3976,3475,3,2.5,10539,24.5,1956,No,3,1,Wood,Electric,699.57
3977,3980,4,2.0,7676,17.5,1981,No,6,5,Wood,Gas,1134.14
3978,4775,5,3.0,7968,30.0,1962,No,4,5,Wood,Gas,1197.18
3979,2191,2,2.0,11951,28.6,1962,Yes,5,4,Wood,Electric,864.32
3980,4018,2,2.5,7059,20.0,2003,Yes,7,4,Brick,Gas,1272.04
3981,1414,4,3.5,6353,14.5,1963,No,10,3,Stone,Gas,961.35
3982,3771,5,2.0,13961,5.4,1955,Yes,4,3,Stone,Gas,1156.9
3983,4365,5,4.0,14282,16.0,1965,No,7,1,Wood,Gas,1233.77
3984,4376,3,1.5,10998,5.6,1990,No,10,1,Wood,Electric,1145.13
3985,1070,2,2.5,5007,12.6,2001,No,8,1,Stone,Gas,743.75
3986,4866,5,1.0,8027,28.3,1965,Yes,3,2,Wood,Gas,987.6
3987,3268,5,1.5,11300,10.9,1954,Yes,5,4,Stone,Gas,1070.39
3988,2190,3,2.5,7988,5.4,1973,Yes,7,5,Brick,Gas,1025.06
3989,4154,3,1.0,14816,17.9,1992,No,10,4,Stone,Electric,1239.85
3990,4935,4,1.5,5617,18.5,2014,Yes,10,4,Wood,Gas,1339.88
3991,4407,2,2.0,12340,6.6,1959,Yes,5,1,Brick,Gas,1126.27
3992,3383,5,2.5,6118,6.7,2008,No,5,4,Brick,Gas,1141.15
3993,4873,4,1.0,6368,29.7,1984,No,8,2,Wood,Gas,1097.01
3994,3875,2,2.0,9722,8.1,1980,Yes,4,5,Brick,Gas,1189.24
3995,4706,4,2.5,6491,25.3,1960,Yes,10,1,Wood,Oil,1240.62
3996,1089,2,2.0,14113,14.6,1958,Yes,7,3,Wood,Electric,632.75
3997,3280,2,1.0,11992,13.6,2015,Yes,5,5,Stone,Oil,1116.34
3998,4052,5,2.5,13999,9.6,1993,Yes,8,3,Brick,Gas,1355.61
3999,1078,2,2.5,9479,23.4,1965,No,10,3,Wood,Electric,706.13
4000,3724,3,2.0,4457,26.5,1997,No,6,4,Wood,Electric,972.46
4001,1380,5,2.5,5875,8.6,2002,No,10,5,Wood,Gas,1019.17
4002,1053,3,1.5,12879,3.8,2014,Yes,9,2,Wood,Oil,952.77
4003,1624,4,2.5,10116,5.0,1997,No,5,4,Wood,Gas,958.84
4004,4632,4,1.5,8888,24.0,2019,Yes,5,3,Brick,Electric,1192.3
4005,1499,2,2.0,5219,13.6,1995,No,7,5,Brick,Electric,803.58
4006,2180,2,1.0,11327,4.8,1982,No,9,4,Wood,Gas,960.33
4007,4696,3,3.0,8187,10.9,2001,No,6,5,Wood,Oil,1229.35
4008,2473,3,2.0,11847,15.9,2004,Yes,5,1,Wood,Oil,875.63
4009,3527,3,4.0,10288,25.7,2000,Yes,7,2,Wood,Electric,1096.67
4010,3956,4,3.5,14478,19.6,1989,No,7,2,Brick,Gas,1117.22
4011,4188,3,4.0,5094,6.1,1974,No,10,2,Stone,Gas,1344.59
4012,1183,5,1.5,11866,5.6,2012,Yes,8,3,Stone,Gas,961.95
4013,1141,5,2.5,6714,13.0,1971,No,9,3,Wood,Oil,761.16
4014,2787,4,2.0,11566,3.2,1987,No,5,2,Wood,Gas,991.56
4015,4859,3,2.0,7773,22.9,1958,Yes,3,5,Brick,Electric,1057.13
4016,3909,3,2.0,12965,12.6,1986,Yes,3,1,Wood,Electric,873.71
4017,4882,2,1.0,11145,10.9,1954,No,4,3,Wood,Gas,958.92
4018,3598,5,2.5,13318,15.8,1971,Yes,3,4,Brick,Gas,1140.05
4019,4040,4,4.0,8375,21.6,1961,No,3,4,Brick,Gas,1078.63
4020,2788,3,2.0,14994,17.5,2009,No,7,3,Wood,Gas,1042.73
4021,4214,2,2.0,14838,24.3,1993,Yes,7,2,Wood,Electric,1164.96
4022,2649,4,3.5,10276,19.3,1971,No,8,5,Stone,Gas,1141.02
4023,1105,4,2.0,14950,23.9,1955,Yes,9,1,Brick,Gas,790.18
4024,4413,5,3.5,10229,21.2,1976,Yes,5,4,Brick,Gas,1300.57
4025,3549,3,3.5,5204,6.6,2004,No,9,3,Stone,Gas,1277.8
4026,1935,4,2.0,14274,2.5,1964,Yes,9,5,Brick,Electric,1130.53
4027,1005,2,2.5,5529,27.2,2013,Yes,5,2,Stone,Gas,777.73
4028,4250,2,2.5,12801,28.4,1966,Yes,10,1,Brick,Gas,1169.82
4029,4611,4,2.5,8573,22.1,1952,Yes,10,1,Wood,Electric,1141.61
4030,4422,2,1.5,5746,22.0,1959,Yes,7,4,Wood,Electric,1065.71
4031,4399,4,2.5,4465,8.8,2012,Yes,10,4,Wood,Gas,1365.96
4032,3351,2,1.0,6432,16.7,2012,No,5,3,Wood,Oil,957.61
4033,1109,4,2.5,11848,29.8,2011,Yes,7,1,Wood,Oil,714.61
4034,3508,4,2.5,7193,25.8,1958,Yes,9,2,Brick,Gas,1134.11
4035,2791,4,2.0,13524,9.8,1973,No,9,2,Wood,Oil,1111.37
4036,1071,2,3.0,11375,9.7,1981,Yes,3,3,Brick,Gas,741.15
4037,4442,4,2.0,13341,15.0,1952,Yes,5,1,Stone,Oil,1085.17
4038,4886,5,2.0,5959,12.7,1982,No,10,4,Wood,Oil,1297.26
4039,2622,4,1.0,9181,11.8,1992,Yes,3,2,Wood,Electric,702.7
4040,4073,3,2.0,9467,19.2,1961,Yes,4,5,Stone,Gas,1120.23
4041,1320,3,1.5,14613,1.3,1981,Yes,8,3,Wood,Oil,1075.08
4042,1776,5,2.0,7594,23.1,1969,No,8,2,Wood,Gas,722.1
4043,4522,4,2.0,4239,22.5,2016,No,9,5,Wood,Gas,1289.07
4044,4351,3,1.0,4819,25.1,2017,Yes,9,5,Wood,Gas,1239.13
4045,4905,4,2.0,14777,25.4,1966,Yes,5,2,Brick,Gas,1226.57
4046,3573,3,2.0,8950,17.4,1968,No,9,3,Brick,Oil,1106.35
4047,3352,2,2.5,12239,23.6,1953,Yes,7,5,Wood,Electric,1044.55
4048,3632,2,2.0,4812,15.3,1966,Yes,8,5,Brick,Gas,1155.49
4049,4707,5,3.5,8582,28.6,2013,Yes,10,1,Wood,Gas,1370.15
4050,952,5,1.0,7007,6.5,1971,No,7,1,Wood,Gas,721.45
4051,3764,4,2.5,5613,27.6,2015,No,8,1,Brick,Electric,1105.33
4052,3716,5,3.5,9640,8.5,1991,Yes,4,5,Brick,Electric,1208.27
4053,3600,4,1.0,9633,4.0,1994,Yes,7,5,Wood,Gas,1171.47
4054,2552,2,2.0,11676,13.7,1960,Yes,3,3,Brick,Gas,863.5
4055,3410,2,2.5,13674,18.8,2002,Yes,7,4,Brick,Gas,1034.5
4056,4675,3,1.5,9901,7.7,2009,Yes,10,1,Stone,Gas,1275.51
4057,1904,4,2.0,4034,17.1,1978,Yes,4,4,Brick,Gas,910.26
4058,3336,2,3.0,13791,24.4,1969,Yes,6,1,Wood,Gas,864.24
4059,4999,2,2.5,9737,8.5,1954,Yes,10,1,Brick,Gas,1228.07
4060,4654,4,2.0,11576,17.8,1974,Yes,10,3,Wood,Gas,1339.11
4061,4294,3,3.0,6912,10.8,1983,No,6,3,Wood,Oil,1144.21
4062,2714,3,2.5,5544,16.4,1961,Yes,10,2,Brick,Oil,993.84
4063,3872,3,2.0,10348,20.3,1977,No,3,1,Stone,Electric,880.0
4064,1806,3,2.0,9897,11.2,1955,Yes,6,1,Wood,Gas,677.26
4065,1206,2,2.5,8640,29.8,1968,Yes,9,1,Wood,Electric,739.64
4066,966,4,2.0,9612,17.3,1961,Yes,7,3,Brick,Oil,729.87
4067,1308,4,2.5,4904,24.9,1974,No,4,1,Stone,Gas,542.41
4068,2461,2,2.0,5589,22.0,1962,Yes,8,2,Brick,Gas,823.33
4069,4464,2,2.0,12343,25.7,1952,Yes,3,5,Brick,Electric,1098.02
4070,4289,2,2.0,11229,6.0,1973,Yes,6,2,Stone,Electric,1217.67
4071,1480,5,3.5,11551,7.5,1957,No,7,5,Brick,Electric,952.6
4072,3324,4,3.0,10970,15.1,1994,No,8,3,Brick,Gas,1121.25
4073,2920,4,2.5,9431,25.7,2021,No,8,4,Brick,Gas,1168.37
4074,2163,4,2.5,12251,6.7,1950,Yes,7,3,Brick,Gas,949.84
4075,2131,3,1.0,12160,29.2,1952,No,5,4,Brick,Gas,803.57
4076,3092,2,2.5,14518,4.7,2014,Yes,5,5,Brick,Gas,1284.31
4077,2338,2,2.0,7738,6.1,1964,No,9,4,Brick,Gas,953.5
4078,4208,2,2.5,7691,5.8,1999,No,4,5,Brick,Gas,1302.98
4079,1360,5,3.0,7371,18.0,1969,Yes,9,4,Brick,Gas,926.97
4080,1899,4,1.0,11736,27.6,1952,No,9,5,Wood,Electric,768.05
4081,2703,2,2.5,6007,8.4,2010,No,3,4,Brick,Gas,921.35
4082,974,5,2.5,12138,17.0,1964,Yes,6,5,Wood,Electric,728.88
4083,2956,2,1.5,9980,6.1,2008,No,6,2,Wood,Gas,916.07
4084,3030,3,2.5,5135,19.3,2003,Yes,7,1,Stone,Gas,969.31
4085,4960,4,2.5,10079,4.6,2009,No,6,2,Wood,Gas,1275.3
4086,4720,5,3.0,10006,15.2,1986,Yes,9,3,Brick,Oil,1392.11
4087,2297,2,1.5,14746,20.0,1970,Yes,4,4,Brick,Gas,839.02
4088,4654,4,2.0,9961,17.8,1972,Yes,5,5,Brick,Gas,1251.86
4089,3971,5,4.0,7806,5.1,1967,No,7,2,Wood,Electric,1156.29
4090,2367,4,2.5,9826,5.7,1966,No,10,2,Wood,Gas,937.08
4091,1951,4,2.5,5716,20.5,1980,Yes,3,5,Wood,Electric,787.61
4092,1168,3,2.0,11338,24.5,2013,Yes,7,4,Wood,Electric,803.46
4093,842,4,1.0,10503,27.3,1997,No,9,3,Wood,Electric,728.79
4094,2707,5,3.5,9530,24.6,1975,Yes,6,3,Brick,Electric,1016.21
4095,4290,4,1.5,11216,29.2,1971,No,4,3,Wood,Gas,1023.79
4096,3335,5,4.0,10703,12.8,1994,No,9,5,Stone,Gas,1297.71
4097,4973,4,1.5,5487,10.6,1985,No,3,2,Brick,Gas,1068.57
4098,3673,2,1.5,4738,1.8,2013,No,7,3,Brick,Electric,1176.07
4099,2624,3,2.0,8321,14.0,1984,No,6,2,Brick,Electric,867.09
4100,2093,2,2.0,6440,19.9,1976,Yes,7,3,Wood,Oil,831.81
4101,4186,3,3.0,13020,24.6,2017,Yes,3,3,Wood,Electric,1169.92
4102,3772,5,4.0,11800,8.8,1966,Yes,9,4,Stone,Gas,1375.66
4103,4722,3,2.0,12279,15.9,2019,No,6,5,Brick,Gas,1185.39
4104,1792,4,1.0,6146,20.2,1960,No,5,4,Brick,Gas,751.9
4105,3186,4,2.5,14725,17.0,1954,Yes,8,2,Stone,Gas,1028.35
4106,3040,2,2.5,6475,8.9,2007,Yes,3,2,Brick,Electric,946.37
4107,2276,3,2.0,4315,24.1,2006,Yes,5,5,Wood,Gas,918.89
4108,4207,5,1.5,4476,6.0,2023,No,5,3,Wood,Electric,1124.89
4109,1189,5,2.0,10270,27.2,2023,Yes,6,5,Wood,Electric,978.31
4110,1799,4,2.5,4550,28.6,2023,Yes,7,3,Stone,Electric,992.83
4111,2655,5,2.0,6472,11.6,1963,Yes,9,1,Wood,Oil,945.25
4112,1458,4,2.5,12072,11.9,2021,Yes,7,1,Wood,Electric,879.44
4113,3563,4,1.5,11040,22.6,1950,Yes,4,5,Brick,Electric,938.43
4114,4463,4,3.0,13156,14.2,1965,Yes,3,1,Wood,Gas,1109.39
4115,2281,2,1.5,6186,1.8,1975,No,3,1,Wood,Oil,762.52
4116,4531,2,2.0,8227,27.7,1998,Yes,9,2,Brick,Gas,1238.2
4117,1251,4,2.5,10304,13.5,1991,Yes,10,3,Brick,Gas,967.49
4118,3275,4,2.5,12748,6.9,2019,Yes,6,1,Brick,Oil,1040.59
4119,4022,4,2.0,7475,17.1,2015,No,6,4,Wood,Gas,1065.25
4120,2337,5,3.5,10308,7.3,2002,Yes,4,2,Brick,Gas,989.61
4121,3893,4,2.5,10995,7.0,1958,Yes,4,3,Stone,Gas,1167.82
4122,1682,4,1.5,10369,16.8,2018,Yes,5,2,Brick,Gas,873.27
4123,4868,3,2.5,5330,12.3,1989,Yes,10,4,Brick,Electric,1440.95
4124,3366,3,2.5,11823,17.6,2005,Yes,8,3,Wood,Gas,1255.73
4125,4077,3,3.0,10879,29.9,1954,Yes,10,5,Stone,Gas,1345.34
4126,1174,3,3.5,13635,25.9,2005,Yes,10,5,Brick,Electric,1046.85
4127,4497,4,2.5,8273,1.2,2021,Yes,4,2,Stone,Gas,1480.11
4128,3862,3,2.0,14570,2.5,1954,No,10,5,Wood,Gas,1322.87
4129,4050,5,3.0,7575,18.7,2018,No,7,3,Brick,Gas,1274.87
4130,912,5,2.5,14927,19.2,2001,Yes,5,4,Stone,Gas,857.85
4131,3997,3,2.5,7369,26.5,2022,Yes,8,4,Wood,Gas,1225.82
4132,3178,2,2.0,7681,19.2,1982,Yes,4,5,Stone,Electric,1005.52
4133,2724,5,3.5,7258,7.6,1971,Yes,10,1,Wood,Gas,1138.45
4134,939,5,2.0,4950,14.6,1964,Yes,8,1,Wood,Gas,701.44
4135,2224,3,2.5,6935,24.5,2014,Yes,7,1,Brick,Electric,955.13
4136,3749,3,2.0,14690,27.8,2020,No,10,5,Wood,Gas,1317.74
4137,3968,4,3.0,13951,7.9,1972,No,7,5,Brick,Gas,1264.55
4138,1316,5,2.0,9203,16.6,1955,No,5,5,Wood,Gas,777.07
4139,3416,3,3.0,8987,5.6,2007,Yes,5,3,Brick,Gas,1151.33
4140,1687,3,1.5,14353,15.4,1975,No,7,1,Brick,Gas,748.8
4141,3904,4,2.5,6687,3.6,1961,No,6,2,Wood,Electric,1111.92
4142,849,5,2.0,6698,28.3,1951,No,9,3,Wood,Gas,781.13
4143,4751,3,2.5,4921,19.5,1981,Yes,10,3,Stone,Electric,1333.52
4144,4360,4,2.0,8642,25.8,1999,No,10,5,Brick,Oil,1333.21
4145,818,3,1.5,8071,30.0,2010,Yes,5,5,Stone,Electric,864.01
4146,2273,2,2.0,7716,6.3,1960,Yes,9,3,Wood,Oil,931.42
4147,4861,2,4.0,14126,21.1,2017,Yes,3,5,Brick,Gas,1396.88
4148,3406,3,3.0,12809,26.7,1983,No,6,1,Stone,Oil,1064.33
4149,1251,5,2.0,6829,17.7,1957,No,3,3,Wood,Gas,670.5
4150,4565,2,3.5,14660,19.6,1957,No,8,3,Brick,Gas,1296.85
4151,3238,4,3.0,5809,12.8,1964,No,8,3,Wood,Gas,1043.02
4152,2349,3,2.0,4971,20.6,1954,Yes,8,5,Brick,Electric,1017.9
4153,4274,4,2.5,5986,12.5,1968,No,4,3,Wood,Oil,1068.28
4154,927,2,2.0,13831,14.8,2023,Yes,5,2,Brick,Gas,747.99
4155,3561,5,1.0,12365,4.0,1958,Yes,5,2,Wood,Gas,1039.53
4156,2215,4,3.0,4579,1.2,2006,No,7,1,Wood,Gas,1208.52
4157,1001,2,1.5,9688,2.6,2003,No,9,3,Wood,Gas,861.33
4158,3169,2,2.0,10695,6.6,1978,No,5,3,Wood,Gas,960.61
4159,1317,2,2.5,4473,14.2,1968,No,9,5,Wood,Gas,914.72
4160,2141,4,3.5,9519,1.6,1995,Yes,8,4,Wood,Electric,1222.19
4161,2788,2,1.0,7901,5.5,2011,Yes,3,4,Stone,Gas,1020.76
4162,4345,3,2.0,6326,23.7,2009,No,10,3,Wood,Gas,1189.55
4163,4602,2,2.5,4215,23.1,1954,Yes,6,1,Brick,Gas,979.09
4164,4075,3,3.0,10139,23.9,1982,Yes,10,2,Wood,Oil,1238.58
4165,4454,5,3.5,8605,27.7,2004,Yes,4,3,Wood,Electric,1177.6
4166,3234,3,1.0,8690,4.5,1968,Yes,9,3,Wood,Gas,1169.64
4167,1007,5,2.5,10247,5.7,1966,Yes,9,1,Stone,Electric,805.25
4168,3433,5,1.0,11134,10.7,1991,Yes,6,1,Brick,Gas,1007.45
4169,4917,3,3.0,7122,27.5,1971,No,10,4,Wood,Gas,1311.84
4170,953,5,1.5,12960,23.5,1988,No,3,3,Wood,Gas,625.05
4171,4166,3,3.5,13292,10.4,1976,Yes,4,3,Brick,Electric,1254.91
4172,2318,4,1.5,5112,3.5,1995,No,9,5,Wood,Oil,1048.13
4173,3400,5,3.0,10793,18.9,1977,Yes,10,2,Stone,Gas,1211.47
4174,2995,3,2.0,8857,8.4,2001,No,10,5,Brick,Electric,1234.39
4175,4354,5,2.5,6077,16.4,2014,Yes,7,5,Stone,Electric,1276.34
4176,3214,2,2.5,12077,28.3,1988,No,5,2,Wood,Electric,900.4
4177,3649,3,1.5,5759,17.6,1967,No,5,3,Wood,Gas,835.87
4178,2542,2,2.0,9277,27.8,1971,Yes,7,4,Stone,Gas,905.69
4179,2106,5,1.5,12708,12.4,2017,No,3,2,Wood,Gas,796.3
4180,4649,5,1.0,10636,19.4,1960,Yes,9,1,Wood,Gas,1052.21
4181,4968,4,1.5,10414,26.9,2013,No,7,3,Brick,Electric,1197.67
4182,4995,3,2.0,9472,18.1,2020,Yes,10,2,Wood,Gas,1333.37
4183,3355,2,2.5,5739,18.8,2006,No,9,2,Stone,Gas,1177.05
4184,3105,4,3.0,6328,21.8,1984,Yes,8,2,Stone,Electric,1111.25
4185,1888,5,1.0,12466,26.6,1986,No,9,4,Wood,Electric,901.02
4186,3442,5,2.0,13274,3.6,1999,No,3,5,Wood,Gas,1187.16
4187,1977,4,3.0,14420,10.8,1979,Yes,4,5,Wood,Gas,803.73
4188,3794,2,2.0,8566,12.5,1966,No,6,2,Wood,Gas,868.18
4189,1359,5,1.5,4678,27.4,1982,Yes,6,2,Wood,Gas,651.98
4190,3764,5,2.0,4894,28.7,1965,No,10,5,Wood,Electric,1223.35
4191,2071,3,2.0,13639,4.5,1964,Yes,7,4,Wood,Gas,1018.1
4192,2613,4,1.0,11380,4.5,1962,Yes,5,3,Brick,Gas,938.25
4193,3715,5,3.0,12291,28.1,1952,Yes,7,5,Brick,Gas,1296.8
4194,1409,2,2.0,10162,9.6,1973,No,5,2,Stone,Electric,753.33
4195,3261,3,3.5,7907,8.0,1972,Yes,7,4,Wood,Electric,1151.78
4196,4920,4,3.5,10633,2.0,2008,Yes,10,4,Brick,Gas,1632.66
4197,1083,2,2.5,9778,9.0,2004,Yes,7,2,Brick,Gas,863.24
4198,3728,5,2.0,9434,21.1,2014,Yes,9,1,Wood,Oil,1212.88
4199,1891,4,2.0,9436,13.4,1981,Yes,6,4,Brick,Gas,994.58
4200,1616,4,2.0,12223,16.0,2009,Yes,10,5,Wood,Gas,1098.39
4201,882,2,2.0,11017,27.6,1979,No,8,1,Wood,Gas,615.13
4202,2720,4,3.5,5580,4.3,2015,Yes,5,3,Wood,Gas,1090.67
4203,4291,2,1.5,6466,3.1,1967,No,8,5,Wood,Gas,1284.06
4204,3944,5,2.5,7509,25.7,2008,Yes,8,2,Wood,Gas,1221.28
4205,2893,3,2.5,5001,23.5,2002,No,8,1,Wood,Oil,887.68
4206,975,2,3.0,8832,8.6,2013,Yes,6,5,Wood,Gas,919.81
4207,3504,3,2.0,14028,10.4,1979,Yes,8,4,Wood,Gas,1086.93
4208,1169,4,2.5,12864,10.0,1967,Yes,9,2,Wood,Electric,841.01
4209,2618,2,4.0,11958,19.8,1954,Yes,5,1,Wood,Electric,943.62
4210,2901,5,1.0,9112,2.8,2018,Yes,4,4,Brick,Oil,1156.51
4211,4290,2,1.5,11785,15.2,1957,Yes,8,2,Wood,Oil,1056.18
4212,2579,2,2.0,14147,4.9,1958,Yes,8,2,Stone,Gas,1177.62
4213,2164,2,2.0,11133,24.8,1981,Yes,4,1,Wood,Electric,655.27
4214,4142,3,1.5,8676,12.0,1963,No,8,1,Wood,Gas,952.03
4215,4476,3,1.0,12148,16.3,1962,Yes,4,1,Wood,Gas,914.89
4216,3226,4,1.0,8303,1.9,1967,No,3,5,Brick,Gas,1037.85
4217,872,4,3.0,9318,2.7,2017,Yes,10,2,Brick,Electric,1111.04
4218,3762,4,2.0,11816,20.6,1971,Yes,6,3,Stone,Gas,1132.16
4219,1659,4,3.0,13776,23.2,1969,Yes,6,4,Wood,Gas,856.63
4220,4656,2,2.0,12217,21.6,1964,No,4,1,Wood,Gas,920.51
4221,4938,3,2.5,11391,22.4,1956,No,7,2,Stone,Electric,1237.54
4222,3224,3,2.0,9610,4.0,1979,No,6,4,Brick,Gas,1069.98
4223,1864,3,2.5,11450,21.1,1954,Yes,5,3,Wood,Electric,723.03
4224,3017,3,2.0,10312,6.3,1950,No,6,4,Stone,Oil,961.45
4225,4817,4,1.0,6020,3.8,2009,Yes,6,3,Brick,Gas,1303.78
4226,3059,2,3.5,12402,23.0,1980,Yes,10,1,Wood,Electric,1028.91
4227,4551,3,3.0,7178,26.8,1969,Yes,10,5,Wood,Gas,1352.24
4228,2886,5,2.0,13046,21.8,2013,Yes,5,3,Wood,Electric,994.47
4229,1168,2,4.0,13025,24.4,2013,Yes,4,1,Brick,Gas,783.74
4230,3604,5,2.0,4316,29.7,1978,No,9,4,Wood,Oil,1148.14
4231,950,2,2.0,8417,4.9,1959,Yes,9,4,Wood,Oil,779.0
4232,1934,2,3.0,12088,29.0,1978,Yes,4,4,Wood,Gas,881.03
4233,3584,2,2.0,6666,18.4,1980,Yes,5,5,Brick,Gas,993.2
4234,4964,5,2.0,5085,24.6,1979,Yes,9,2,Wood,Electric,1294.89
4235,3146,3,2.0,11645,19.9,1974,Yes,10,3,Brick,Gas,1124.62
4236,3050,3,2.0,11250,17.5,2007,Yes,6,2,Brick,Oil,1059.29
4237,860,5,1.5,7863,21.4,2006,Yes,8,4,Brick,Electric,884.7
4238,3810,3,1.0,11541,10.3,2012,Yes,6,5,Brick,Electric,1255.03
